epoch,loss,slice_loss,view2_decoder_0_loss,view3_decoder_0_loss
69,7.89425068256617,0.392956,7.2667985,0.22357862
70,7.888208877415019,0.3935635,7.276708,0.22391014
71,7.881902906091887,0.39306688,7.2705827,0.2235438
72,7.875708859180637,0.3917475,7.264131,0.222747
73,7.869419828082503,0.39222398,7.2531548,0.22222956
74,7.8630706929111644,0.3933648,7.2486434,0.22190061
75,7.856754767713208,0.39278176,7.2354355,0.2215809
76,7.850500615115093,0.39299434,7.2457685,0.22126286
77,7.844783467488039,0.39205766,7.242386,0.22094
78,7.83888071402277,0.3910198,7.229056,0.22039275
79,7.832579546571786,0.39210415,7.235616,0.22099487
80,7.826377006956768,0.39084116,7.219407,0.22075935
81,7.820839802827528,0.3912155,7.20157,0.22054501
82,7.814389126353256,0.39156276,7.2137613,0.22072604
83,7.807926056953856,0.389958,7.185872,0.21996014
84,7.801137285990965,0.38864815,7.186793,0.21958676
85,7.79550247143973,0.39082143,7.176267,0.22015634
86,7.789153997869863,0.39079797,7.176191,0.22005308
87,7.782288683650861,0.3894219,7.179441,0.2198381
88,7.776091649851017,0.39033726,7.165597,0.21980174
89,7.769396164695624,0.38925454,7.141641,0.21936996
90,7.762537044518692,0.3914234,7.1731935,0.21968286
91,7.754943131997097,0.38865352,7.1307344,0.21868768
92,7.74888959471546,0.38998294,7.122584,0.21838565
93,7.741274572265935,0.3895784,7.1235175,0.21863624
94,7.734761422862458,0.38908216,7.1093307,0.21834819
95,7.727461082277766,0.38944003,7.1102433,0.21792522
96,7.720058992227726,0.3893307,7.111595,0.21836105
97,7.7127060365757565,0.39041013,7.131293,0.21841589
98,7.7047964150933845,0.3881852,7.1039367,0.21752003
99,7.69702419371371,0.3881188,7.093754,0.21710435
100,7.688783502013954,0.38787943,7.09077,0.21652952
101,7.6799655331774614,0.38757434,7.078,0.21562894
102,7.671447075361326,0.38856,7.082199,0.2150959
103,7.663169539721081,0.38732606,7.0731688,0.2145623
104,7.655633550408326,0.38766566,7.05424,0.21429679
105,7.646842619287584,0.3887859,7.076233,0.21404186
106,7.639151754718141,0.38821325,7.0314226,0.21399069
107,7.629636098890741,0.3870118,7.0288796,0.21372192
108,7.620787589078022,0.38564277,7.011052,0.21328768
109,7.611928866397709,0.3853962,6.9944215,0.21284714
110,7.603731409547293,0.3868456,6.9995375,0.2135242
111,7.594963309325139,0.3858226,6.9866385,0.21294722
112,7.585825496518672,0.3872656,7.0007157,0.21369676
113,7.576232982771046,0.38583204,6.971231,0.21319282
114,7.567101483417646,0.3859712,6.966838,0.21276018
115,7.557504704761021,0.38666454,6.9640946,0.21191959
116,7.5464560989599345,0.38641384,6.9464126,0.2102313
117,7.535914836599541,0.38575074,6.9531226,0.2094862
118,7.526146681377327,0.38629758,6.9431357,0.20922554
119,7.516621475897464,0.38636905,6.933638,0.2092462
120,7.506281939859923,0.38520318,6.908292,0.20884144
121,7.496456243866793,0.38509053,6.9053373,0.20876816
122,7.487452460222841,0.38479912,6.893321,0.20859241
123,7.4769105039877335,0.38524452,6.8886313,0.20837268
124,7.467035211282333,0.38532138,6.865834,0.20837703
125,7.457396938917802,0.3848278,6.867055,0.20793653
126,7.446813591442334,0.38556156,6.868926,0.20734814
127,7.43690467001823,0.38320002,6.832442,0.20682816
128,7.426753953427026,0.3844772,6.84392,0.20649986
129,7.416409344842592,0.38334835,6.824613,0.2063349
130,7.406566297947453,0.38364777,6.813134,0.20582011
131,7.396316712277795,0.38426006,6.8143373,0.20612511
132,7.386919064368492,0.38385543,6.802096,0.20586705
133,7.377390881682007,0.38337657,6.789885,0.20554662
134,7.367866249859031,0.38218713,6.7709055,0.20522127
135,7.3581874995869025,0.38294435,6.7709007,0.20530935
136,7.348577776939534,0.3821966,6.7580175,0.204935
137,7.339254172723709,0.38304704,6.7463484,0.20498514
138,7.326744720213708,0.3834191,6.747922,0.20131782
139,7.316256988673848,0.38399902,6.7376075,0.20048647
140,7.307647398482321,0.3825514,6.7193155,0.19999263
141,7.297266688241975,0.3825488,6.720502,0.19895068
142,7.288319473137508,0.38295093,6.7126493,0.19785812
143,7.278680109937381,0.3818494,6.697854,0.19697368
144,7.268933768199785,0.3819972,6.6768637,0.19491264
145,7.258283276243258,0.38094077,6.6896157,0.19217464
146,7.248976666310112,0.38142473,6.6877494,0.19085526
147,7.240494131033392,0.38162398,6.6775665,0.19025353
148,7.232759965454463,0.3817444,6.672595,0.1901858
149,7.224632504426082,0.3801823,6.6347046,0.18952964
150,7.218035649527148,0.38195837,6.6495223,0.1894851
151,7.209907745548513,0.38123417,6.6381445,0.18903503
152,7.202193098019827,0.3800796,6.626616,0.18811072
153,7.19557715027062,0.38177136,6.6367865,0.18819943
154,7.188989172933872,0.38009128,6.6184907,0.18800452
155,7.181995458005851,0.38149384,6.6156845,0.18733132
156,7.175452927849216,0.38003618,6.598015,0.18659127
157,7.169543012144602,0.38035977,6.586325,0.18644829
158,7.162635709630253,0.38089082,6.5959535,0.18528357
159,7.156719978287337,0.38088518,6.58661,0.18506029
160,7.15079727027622,0.38054937,6.590093,0.18482289
161,7.145110109332451,0.3801805,6.5899305,0.18474886
162,7.140209647402949,0.38126382,6.5809875,0.18481547
163,7.134598585958207,0.38061622,6.5835443,0.18468381
164,7.128410108601785,0.3800048,6.5711393,0.18316299
165,7.113892255095661,0.379598,6.561244,0.17366414
166,7.104038805727628,0.37843773,6.5545716,0.16903475
167,7.099849362058688,0.3806165,6.5576563,0.16959456
168,7.093904194291271,0.37951583,6.554123,0.1674574
169,7.085991786821239,0.3799402,6.5385957,0.16401622
170,7.080957089180471,0.37771243,6.5329847,0.16355719
171,7.076447937896005,0.37695855,6.5234885,0.16235211
172,7.07128623859128,0.3786048,6.528711,0.16244197
173,7.068124363668478,0.37961596,6.537764,0.16221926
174,7.0637008397510614,0.37819523,6.5194345,0.1618678
175,7.059729284844826,0.37877887,6.5185595,0.16186523
176,7.056307748287866,0.377854,6.5029,0.16148236
177,7.051985179107201,0.37784857,6.5131774,0.16136357
178,7.04905872377244,0.37808117,6.502346,0.16128743
179,7.045608334936668,0.37755305,6.5056353,0.16108572
180,7.042445548294764,0.37681147,6.5059996,0.16107944
181,7.03941519974452,0.37806523,6.5234003,0.16115262
182,7.035614785002371,0.37683597,6.494278,0.16063638
183,7.033157508385363,0.37692896,6.480077,0.16045412
184,7.02985940649223,0.3752451,6.4675536,0.1601625
185,7.027383108026082,0.37746102,6.4812074,0.1605098
186,7.023863297831992,0.37522605,6.479922,0.16020587
187,7.021693813820982,0.37665063,6.4808946,0.16007781
188,7.018440530586566,0.3765075,6.481214,0.16032235
189,7.0154320576469305,0.37605032,6.4805274,0.1594918
190,7.012660868075091,0.37780207,6.492739,0.15911062
191,7.009386096508975,0.37566155,6.476203,0.15840627
192,7.007524726757946,0.37625793,6.470565,0.15845227
193,7.004605841919049,0.37524003,6.4823675,0.15829149
194,7.00233871440597,0.375019,6.467575,0.1580336
195,7.000833483920283,0.37562704,6.475917,0.15804449
196,6.997902881473857,0.37485093,6.467813,0.15789342
197,6.995038606995455,0.3742671,6.452975,0.15784064
198,6.993413775100321,0.37518054,6.456994,0.15782689
199,6.992007300736739,0.376066,6.4531746,0.1578813
200,6.989541996150654,0.37445635,6.4600096,0.15757057
201,6.987692930573336,0.37628698,6.4599595,0.15785067
202,6.985424023997764,0.37413314,6.4620295,0.15749073
203,6.983981982907265,0.37472692,6.449797,0.15749073
204,6.9819285801017745,0.3752331,6.4471307,0.15762249
205,6.9798513088129495,0.37339535,6.4491897,0.15724115
206,6.978686348839258,0.37406114,6.438562,0.15721467
207,6.976789203392068,0.3749142,6.4478407,0.157415
208,6.975322545079007,0.37434226,6.448035,0.15734676
209,6.974278909905913,0.37606055,6.4421906,0.15749142
210,6.972009272341397,0.3729685,6.4354324,0.1569825
211,6.970262600080616,0.37335283,6.4482245,0.15711537
212,6.968797544940878,0.37366733,6.438082,0.1569119
213,6.9666892994075456,0.37281185,6.4244714,0.15680483
214,6.965132910184651,0.37218586,6.444384,0.15679029
215,6.964030683746596,0.37331644,6.4426346,0.1567813
216,6.957471620814651,0.3721522,6.444448,0.15115124
217,6.9465389622851275,0.37406427,6.4373116,0.14204618
218,6.943640852539269,0.37344497,6.434819,0.14098614
219,6.937977256710356,0.3717862,6.429835,0.13729079
220,6.93426854477316,0.37347993,6.4273214,0.13358395
221,6.922419943381889,0.37207252,6.444789,0.12342702
222,6.913301595374816,0.37279925,6.4462714,0.115618765
223,6.905526697736504,0.37203664,6.454122,0.109724164
224,6.897479088778423,0.3713828,6.4191856,0.10285604
225,6.893509070885363,0.37153876,6.4296026,0.10017449
226,6.891192172384504,0.37191534,6.433557,0.09941624
227,6.889304700841758,0.3712222,6.438749,0.09813602
228,6.886977382924552,0.37106568,6.422587,0.09733942
229,6.8853045582973005,0.37113005,6.438092,0.09706282
230,6.883140768899934,0.3698451,6.4167557,0.09667194
231,6.882506766698485,0.37140355,6.421834,0.09652735
232,6.881339454812245,0.37078005,6.4067755,0.096254244
233,6.88003106206,0.3694013,6.4084196,0.09614784
234,6.878540527195293,0.37088045,6.4261703,0.09616369
235,6.876739805321605,0.370835,6.401204,0.095612034
236,6.874815082388682,0.36916918,6.4130173,0.09517224
237,6.8745469764606195,0.3712603,6.412053,0.09522074
238,6.872510193568195,0.36934918,6.405448,0.09509581
239,6.8723088932521454,0.37081084,6.4172707,0.095133424
240,6.8711002006143485,0.37016422,6.3877196,0.094750986
241,6.868580865779302,0.36817032,6.399244,0.0946505
242,6.867280027386299,0.36883667,6.3981895,0.09449935
243,6.8661435412876495,0.36916247,6.390214,0.09449686
244,6.865575145747254,0.36974207,6.414229,0.09436959
245,6.864474523289353,0.36958736,6.3957086,0.09452558
246,6.863184164018195,0.36958274,6.399707,0.094407625
247,6.862013562681711,0.36852825,6.3983135,0.09431801
248,6.860709851163293,0.36808744,6.410979,0.09430148
249,6.859479616136115,0.36858135,6.4093237,0.094205365
250,6.858535288150742,0.36805436,6.384159,0.09411301
251,6.857089019265473,0.36744404,6.382895,0.094097175
252,6.856026521188959,0.3686638,6.414729,0.0943896
253,6.854335435554259,0.3677785,6.404561,0.094225615
254,6.8534078170402,0.368219,6.3862076,0.094231606
255,6.853484160202207,0.36917704,6.373625,0.094111525
256,6.851443141446703,0.36721325,6.396655,0.0939911
257,6.849181451168157,0.36702603,6.37117,0.093725845
258,6.8484700060939625,0.3679753,6.395216,0.093941234
259,6.847444497187529,0.366508,6.3708076,0.09347497
260,6.8466837862018,0.3671306,6.382474,0.09341226
261,6.845149508991016,0.36660364,6.386362,0.093474984
262,6.844784279160088,0.36555082,6.379828,0.09320331
263,6.843392991777604,0.36697403,6.3830748,0.093348525
264,6.842484477409453,0.3679706,6.4006224,0.09368819
265,6.841558983281582,0.36583364,6.3711443,0.09366848
266,6.839974209741893,0.36826503,6.397788,0.09345864
267,6.838994862061063,0.36729208,6.386503,0.0933794
268,6.837759617419816,0.36555198,6.3852067,0.09307529
269,6.836283055255458,0.36512214,6.3780174,0.09309204
270,6.835393130274997,0.3655573,6.3836203,0.09299245
271,6.833963464359342,0.36611104,6.3691425,0.0928732
272,6.832620566669858,0.36615187,6.3810925,0.09288244
273,6.831200112344448,0.3655245,6.3656893,0.09225832
274,6.829694029845158,0.3648247,6.3755693,0.09198306
275,6.828911444862482,0.36457232,6.3767676,0.09192164
276,6.827534768383717,0.36560994,6.3807135,0.092020646
277,6.826697641621185,0.36510187,6.3668504,0.09190895
278,6.8254643930799865,0.36494502,6.3602486,0.09187274
279,6.824773914317794,0.3648219,6.371542,0.09195327
280,6.823865629089665,0.36541453,6.3697653,0.091817126
281,6.820430468383376,0.36482918,6.3625,0.089784145
282,6.818303757714338,0.3642139,6.361781,0.08946997
283,6.817015452635066,0.36463827,6.355224,0.08918146
284,6.81501832871671,0.36453015,6.3650994,0.08801514
285,6.8137567797691485,0.36482477,6.3783154,0.08770982
286,6.812011728431973,0.36378393,6.3580904,0.087032676
287,6.811472213409475,0.36413836,6.3604965,0.087018706
288,6.810523032335259,0.36434683,6.365575,0.08714653
289,6.809045397892418,0.3648759,6.356299,0.08736992
290,6.806848659128102,0.36376697,6.3534446,0.08659307
291,6.806244215989476,0.36445054,6.369495,0.086445615
292,6.804500100576333,0.36422014,6.3721375,0.08627345
293,6.803232301108526,0.36138108,6.33801,0.08598275
294,6.802103632396046,0.3637367,6.362914,0.086225435
295,6.800882935725695,0.3612895,6.3321085,0.085868895
296,6.799511829608588,0.36269993,6.3470044,0.08586212
297,6.799033033464564,0.3636077,6.3461013,0.08599731
298,6.797750319724559,0.36312258,6.350625,0.08596155
299,6.795916925226976,0.36187914,6.360446,0.08599148
300,6.795188395505024,0.36201754,6.32547,0.08578278
301,6.793908741268409,0.36196014,6.3453016,0.086124144
302,6.793307288245703,0.36281514,6.358369,0.0858697
303,6.792042975901751,0.362315,6.333871,0.08588912
304,6.7903469024374195,0.3619976,6.352793,0.085838355
305,6.789348036706347,0.36177057,6.3333817,0.0856985
306,6.789446815419722,0.36331686,6.3465586,0.08579129
307,6.78817010853698,0.36304513,6.336329,0.085757494
308,6.786373903303582,0.3622759,6.3344626,0.08575225
309,6.784075112512269,0.36058635,6.3247604,0.08565712
310,6.7831069943061735,0.36033887,6.347531,0.085605174
311,6.783019803300525,0.36143824,6.3601556,0.08569117
312,6.780757410272124,0.36064106,6.3227215,0.08564845
313,6.780055668955123,0.36117503,6.3282948,0.08550836
314,6.7796149616919195,0.36185196,6.3307204,0.085525945
315,6.778007693702194,0.3606648,6.341015,0.085766636
316,6.776586192916896,0.36092696,6.330982,0.085664734
317,6.7755080641021985,0.3607372,6.317621,0.08538485
318,6.773983002515815,0.36048955,6.3431416,0.08549419
319,6.772560017968193,0.35916603,6.3118,0.08562067
320,6.771929265682266,0.36017698,6.3252954,0.085380755
321,6.769921176929764,0.3595616,6.3268805,0.08538931
322,6.769172451419475,0.3597582,6.338543,0.08552665
323,6.767846328554621,0.360012,6.3348756,0.0854339
324,6.766791528453278,0.35959026,6.32629,0.08519228
325,6.765471326921595,0.3602715,6.3238544,0.08528016
326,6.764660356008462,0.35979384,6.3101993,0.08529266
327,6.762925381184431,0.35957307,6.3182235,0.08538149
328,6.761630222882111,0.35894972,6.3069787,0.08517825
329,6.7620259194608066,0.3602353,6.3202505,0.085209705
330,6.760100139579192,0.35878563,6.3077917,0.085048005
331,6.758239512112742,0.35948285,6.315768,0.0851921
332,6.756349255389167,0.3575827,6.3002434,0.084909365
333,6.754596752160293,0.358406,6.315229,0.084265836
334,6.751848089311732,0.35717294,6.319643,0.083481535
335,6.751854924784498,0.35819986,6.3163004,0.08323782
336,6.74976537756105,0.35685173,6.317008,0.083165266
337,6.748587062919603,0.357709,6.3078403,0.08313489
338,6.747352450027079,0.35720915,6.328079,0.0830913
339,6.745837123664301,0.357114,6.306618,0.08291318
340,6.74602994418588,0.35910165,6.3121552,0.08297439
341,6.743743244564876,0.3577184,6.2885346,0.08298662
342,6.742062714700973,0.3580648,6.2971277,0.08293264
343,6.741277002441096,0.35731858,6.295228,0.08277201
344,6.739405185841465,0.35776624,6.313132,0.08281605
345,6.738463706776575,0.35788524,6.2932825,0.08282792
346,6.736932555229329,0.35780707,6.300273,0.08262946
347,6.735256507311981,0.35482845,6.2713804,0.08229961
348,6.735337083109744,0.357904,6.29345,0.08241193
349,6.73320584369795,0.35711503,6.2730036,0.08253547
350,6.73088287217968,0.3549788,6.268847,0.082307324
351,6.7301974482140965,0.35743117,6.2999635,0.08269256
352,6.728765661946408,0.35646987,6.2875724,0.08242563
353,6.727077370367679,0.35639763,6.2758355,0.08249052
354,6.726496402785661,0.35659522,6.2853875,0.08234684
355,6.725455709318623,0.3571883,6.29006,0.082205035
356,6.723670009025664,0.3560634,6.2814336,0.08191381
357,6.721225287506827,0.35431242,6.278122,0.08186011
358,6.720583552636471,0.3559753,6.278589,0.081667915
359,6.7198420176046145,0.35611004,6.2731915,0.081711076
360,6.718176876429576,0.35704622,6.2850227,0.08174751
361,6.716482932999251,0.35577375,6.2743926,0.081595436
362,6.715195238691094,0.35561973,6.270539,0.08162153
363,6.713867132635488,0.35636425,6.2870703,0.08168988
364,6.710713046052936,0.35345513,6.279021,0.08150369
365,6.710860402450948,0.354852,6.293355,0.08151509
366,6.709671941908886,0.35570753,6.2738853,0.081520036
367,6.709056353205956,0.35569316,6.274873,0.081775405
368,6.7068185644908205,0.35455674,6.2372413,0.08161146
369,6.704994975411146,0.3551754,6.2744136,0.08157477
370,6.70366299091862,0.3551666,6.2618914,0.08151107
371,6.701775897779642,0.35391158,6.270483,0.08118001
372,6.700936520765276,0.35544562,6.2516656,0.081169225
373,6.698807320215577,0.35312146,6.258572,0.081005
374,6.697700609410475,0.35463786,6.2641907,0.08094932
375,6.695570364821381,0.35266277,6.2485647,0.0807243
376,6.6938633507278364,0.35362357,6.2735243,0.08089423
377,6.69218192205413,0.35244685,6.268915,0.080793604
378,6.692116673626069,0.35342225,6.251683,0.080665216
379,6.690946578172661,0.35477418,6.255621,0.080787696
380,6.688370056765535,0.35300964,6.254112,0.08061852
381,6.686992191017784,0.35423273,6.247313,0.08071411
382,6.685342854856437,0.3529696,6.2389183,0.08054894
383,6.684657873841107,0.35445857,6.256982,0.08070687
384,6.68331859398211,0.3539184,6.2324066,0.080514
385,6.679871534131303,0.35147005,6.245136,0.080417536
386,6.6794730854518525,0.35270476,6.233048,0.08042968
387,6.677431717338497,0.352063,6.2594576,0.08044931
388,6.6758546579106,0.35165003,6.229747,0.0804836
389,6.673864666378841,0.35231167,6.2288637,0.0805691
390,6.673249904677751,0.35201964,6.2415767,0.08056648
391,6.670631633797273,0.35166746,6.243449,0.080642685
392,6.669175353752175,0.3504919,6.2149677,0.079919316
393,6.6678034327356945,0.35253364,6.250808,0.08007975
394,6.664292849461641,0.34990272,6.2250466,0.07950684
395,6.6631863621487435,0.35123697,6.2378707,0.07960881
396,6.6622418251941244,0.35270923,6.235203,0.079543576
397,6.659766308547277,0.3514484,6.2259436,0.07943759
398,6.658584869049124,0.35172886,6.2364044,0.07973592
399,6.656692592827398,0.3513158,6.217344,0.07953256
400,6.655587207645732,0.35276672,6.2301283,0.07952942
401,6.653304188788038,0.35182205,6.2153673,0.079046324
402,6.650797058886481,0.3516375,6.2190957,0.0789931
403,6.648240189463555,0.35037345,6.2136683,0.07830801
404,6.646865329968344,0.35096678,6.203562,0.078036055
405,6.644327550168368,0.3510343,6.2104135,0.078173175
406,6.641674669462613,0.35034198,6.215758,0.077830195
407,6.6396521965259225,0.3508112,6.2297163,0.07758124
408,6.638203871028274,0.35005742,6.2176924,0.07742536
409,6.635804273957125,0.34890231,6.205577,0.077476405
410,6.633995333702229,0.350987,6.2043815,0.07760499
411,6.631044762993827,0.34937957,6.2122927,0.07753967
412,6.630385732892806,0.35028452,6.1912813,0.077385284
413,6.628208381472102,0.35162434,6.2113485,0.077369384
414,6.624974601764969,0.3498384,6.194233,0.07739235
415,6.622694581898336,0.3487416,6.191309,0.07727387
416,6.6206925371173275,0.34989017,6.203918,0.07751177
417,6.618956886168865,0.34961224,6.1929154,0.077428564
418,6.616250534348076,0.34916097,6.1948767,0.07733366
419,6.612236439274048,0.34932658,6.1924615,0.07729638
420,6.607290281660464,0.3494991,6.178772,0.077389814
421,6.601129728727131,0.34851736,6.164219,0.077236705
422,6.597107842085527,0.34877905,6.1732955,0.077189706
423,6.593658870851933,0.3488654,6.172391,0.07718675
424,6.589480970515011,0.3489549,6.178138,0.07702677
425,6.586364500817107,0.34895813,6.164917,0.07692604
426,6.582955421731758,0.34953934,6.161336,0.07704673
427,6.579276552055088,0.3485021,6.1629333,0.07698001
428,6.577051395893903,0.3483293,6.1494913,0.07689489
429,6.574364899378742,0.34902498,6.150977,0.077044964
430,6.571891628949573,0.34818292,6.1517677,0.07742305
431,6.56842465328081,0.34718484,6.141755,0.07692876
432,6.56648724777041,0.34863633,6.139228,0.07679866
433,6.563030506753679,0.34768742,6.1370707,0.07674948
434,6.560805089179231,0.34760875,6.141205,0.076812476
435,6.559112176879005,0.34687418,6.144421,0.076774254
436,6.556249332105246,0.34895167,6.136857,0.07679396
437,6.553200298154414,0.34744707,6.133602,0.07665238
438,6.550246125752147,0.3481663,6.122158,0.07664884
439,6.545588553052666,0.346521,6.1086593,0.07656264
440,6.542336212196931,0.34636965,6.0997314,0.07637216
441,6.538303530155705,0.34697023,6.1156454,0.07658758
442,6.535268464064235,0.34606275,6.103606,0.07644801
443,6.532512689806685,0.3473143,6.1112456,0.07644048
444,6.529224661199373,0.34618625,6.0915065,0.07611485
445,6.525631821498451,0.34518903,6.106926,0.076190956
446,6.522772862423092,0.34461343,6.102966,0.076148525
447,6.520750592807828,0.34622058,6.1028175,0.07612802
448,6.518463739082091,0.34722343,6.0770216,0.07597996
449,6.5157325400918875,0.34540802,6.0803137,0.075840324
450,6.513344817960323,0.34649915,6.0857253,0.07590614
451,6.510770252311693,0.34611675,6.1109533,0.07579268
452,6.508457511411303,0.3457776,6.0973625,0.075724475
453,6.505388553574202,0.34553248,6.082081,0.07575995
454,6.502497652057061,0.34400576,6.090991,0.075778484
455,6.500499139582445,0.34492588,6.0797453,0.07555918
456,6.498822932719378,0.34528357,6.081153,0.07557742
457,6.49596832407711,0.344222,6.0634646,0.075458646
458,6.49557815832535,0.34682006,6.0700636,0.07551007
459,6.491940744435525,0.34441558,6.100851,0.07555796
460,6.4903779086324365,0.3460632,6.08833,0.07557197
461,6.489331509256121,0.345768,6.072322,0.07556899
462,6.486292242802137,0.34511328,6.0686693,0.0755642
463,6.484399131510262,0.34390855,6.066575,0.07540517
464,6.483309719163149,0.34584132,6.0537367,0.07549771
465,6.481521381339446,0.34451246,6.0542307,0.07530413
466,6.478878836946439,0.34412652,6.0524664,0.075323954
467,6.476409298110936,0.34492382,6.046827,0.07489486
468,6.4742824430191375,0.3433172,6.0604963,0.07442282
469,6.473282198413778,0.34393117,6.0337386,0.07452694
470,6.471143372369498,0.34456426,6.062746,0.07442058
471,6.469328407507056,0.34359878,6.0474515,0.07441751
472,6.468017856481716,0.34511492,6.050237,0.07445373
473,6.465881922119967,0.34359336,6.033777,0.07437297
474,6.465199206686262,0.34435466,6.0341053,0.074392445
475,6.462698618570964,0.34394374,6.0491915,0.07438282
476,6.462166733749829,0.34366125,6.026142,0.07427476
477,6.4606207050446125,0.34455842,6.0320334,0.07435726
478,6.459231171712859,0.34335572,6.0398736,0.07410789
479,6.456417557350068,0.34245875,6.0440655,0.07377914
480,6.4558893161780135,0.34386754,6.069888,0.07401057
481,6.455064487941374,0.3440187,6.033397,0.073849276
482,6.454250166258836,0.34376657,6.0248337,0.073845774
483,6.45261349976567,0.34359103,6.030661,0.073475525
484,6.450882354968695,0.34355733,6.037936,0.07357901
485,6.449867513175745,0.3444001,6.0406303,0.07359205
486,6.4471682751844375,0.3416135,6.0343027,0.073415056
487,6.446719525429198,0.3420244,6.0438933,0.07347947
488,6.44569328472699,0.3425849,6.034686,0.07338151
489,6.4435382131392585,0.341942,6.0339127,0.07338943
490,6.443319842698409,0.34285152,6.0374475,0.07341184
491,6.442184737894539,0.34318897,6.0136647,0.073404476
492,6.441523223560675,0.34224346,6.024719,0.07326913
493,6.439909989862071,0.3419291,6.000922,0.07335283
494,6.438856124071099,0.3414089,6.016051,0.07336692
495,6.438602523351886,0.3425185,6.0262365,0.073256835
496,6.437193391286782,0.3412208,6.019522,0.07316426
497,6.436911413512254,0.34291333,6.0142236,0.07312011
498,6.436276574626993,0.3437399,6.041732,0.07316652
499,6.434622186896362,0.33985376,5.999726,0.073075175
